BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,TOTAL_SPEND,CREDIT_UTILIZATION,CASH_DEPENDENCY,PAYMENT_EFFICIENCY,PURCHASE_INTENSITY,INSTALLMENT_RATIO,ONEOFF_RATIO,IS_ACTIVE,IS_INACTIVE,IS_FULL_PAYER,DEBT_PRESSURE,TOTAL_TRANSACTIONS,uses_cash_advance,Cluster
-1.2054980532751878,-0.14918137776760693,-0.113731654500447,-0.987198469249184,0.3943623474979206,-0.9306359111417661,-0.7470760680889225,-0.7325428729728269,-0.6743573993844812,-0.7242936365620292,-0.8100379391447375,-0.5796928767490921,-1.44709463549389,-0.8250804506041983,-0.6165665556374773,-0.5564088058416141,0.34712687229417616,-1.6146529453279355,-1.0231450776102062,-0.8758126329718682,0.3933083307926872,-0.4401885948265854,1.3278814964494963,-0.9196459828753245,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,1.2403341056374917,-1.2795095389532494,-0.9662632405078777,8
0.9488208479764524,0.17935386911096013,-1.6802134035042446,-0.987198469249184,-1.0875863771296128,1.5287875047017707,-1.3029950847004574,-0.7325428729728269,-0.9583591830797903,0.6995847278532411,0.7845456027983665,-1.3794337558629048,0.9259970713917437,1.0651085457579161,0.8381030873327082,0.3918806653357448,0.34712687229417616,1.418184429711923,0.3224743164176444,1.3577576012169161,-0.37967977916669543,-1.515506206631939,-0.9399410121747157,-0.9196459828753245,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.5805977567694821,-0.7795393652521896,1.034914667222971,5
0.8248852697642671,0.49260277583875195,0.6005999529487874,1.0619098611992357,-1.0875863771296128,-0.9306359111417661,1.1967213305054962,2.4666162203365327,-0.9583591830797903,-0.7242936365620292,-0.8100379391447375,0.48773528564268653,1.0101612415661179,-0.11964554950174487,0.4549586899842326,-0.5564088058416141,0.34712687229417616,-0.11115961070789177,-0.035333147327678206,-0.8758126329718682,-0.876790902870326,0.5643832858117136,-0.9399410121747157,1.4003030973681896,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.6804949063558611,0.1556667029589953,-0.9662632405078777,2
0.624528851843212,-0.858640766150607,0.8273953765310974,1.2656654164073144,-1.0875863771296128,0.5644101054968926,-1.0143358983732382,-0.3631143029204441,-0.9583591830797903,-0.21354331060439172,-0.1232881877402015,-0.8748534400826065,1.0101612415661179,-4.163779419755088,0.40854459628702644,-0.5564088058416141,0.34712687229417616,0.4589716976065413,-0.38117105877418234,-0.5087418648980023,-1.0605278798608375,0.8959790427954095,-0.9399410121747157,1.4013505827682642,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.5601712320227865,-1.2795095389532494,1.034914667222971,2
0.2711055900253609,0.49260277583875195,-0.7087411544509994,-0.11441689214100925,-1.0875863771296128,-0.9306359111417661,-1.0143358983732382,-0.3631143029204441,-0.9583591830797903,-0.7242936365620292,-0.8100379391447375,-0.8748534400826065,-1.2248536419600136,-0.06530581388851786,-0.21648900830017856,-0.5564088058416141,0.34712687229417616,-2.8670024254324358,0.8926238474100372,-0.8758126329718682,-0.5621804502216955,-1.1087044032832583,-0.9399410121747157,1.3024570109675895,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.6226091959837143,-1.6763581916031098,-0.9662632405078777,2
0.6654409530615114,0.49260277583875195,0.7872524588666229,-0.987198469249184,1.2467260973872027,-0.9306359111417661,0.5392106297444403,-0.7325428729728269,0.6721259279359368,-0.7242936365620292,-0.8100379391447375,0.2200480023647207,-0.7304985237398168,0.38964052738792226,1.4162662311711212,-0.5564088058416141,0.34712687229417616,0.2816982659576561,1.597313420843579,-0.8758126329718682,-0.5875748503559559,0.8371206475458695,1.3437885163779129,-0.9196459828753245,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,0.28111551503429666,-0.2042436336408407,-0.9662632405078777,3
0.13957189881633902,0.49260277583875195,1.36007171978677,1.7127743869409917,1.0325179073277397,-0.9306359111417661,1.1967213305054962,2.4666162203365327,1.5010252892583842,-0.7242936365620292,-0.8100379391447375,1.659334496980099,1.7272268903686732,1.3399618692975388,-0.36733699810016984,2.719130591379018,0.34712687229417616,1.4873427198139502,-1.0016946330708525,-0.8758126329718682,0.9280344442460456,1.6804461074603345,-0.634560221467454,1.2355539883151818,0.010571509691892073,-0.010571509691895813,2.643894584023457,-0.6033522528901849,1.7309027819724634,-0.9662632405078777,0
0.6692188986751744,0.49260277583875195,0.4046740249485967,-0.987198469249184,0.8847929803397959,-0.9306359111417661,1.1967213305054962,-0.7325428729728269,1.5010252892583842,-0.7242936365620292,-0.8100379391447375,0.48773528564268653,-0.43158046817214774,-0.06463051541359463,0.33733448517810355,-0.5564088058416141,0.34712687229417616,-0.5235357729211365,1.1497806021440296,-0.8758126329718682,-0.7992743377850704,0.28060446648848325,1.3412518811945338,-0.9196459828753245,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.6314663150535291,0.1556667029589953,-0.9662632405078777,3
0.3783181928413456,0.49260277583875195,0.6376427528637868,1.0139194152016104,0.6327190351796038,-0.9306359111417661,-0.26551993640933413,-0.3631143029204441,-0.16661422530440084,-0.7242936365620292,-0.8100379391447375,-0.07511256096879362,0.9259970713917437,-0.05617289040396877,-0.043636190397766644,-0.5564088058416141,0.34712687229417616,-0.033193576184040084,-0.642076449749658,-0.8758126329718682,-0.6333742759863027,0.6183640742370983,-0.25246442057758034,0.987422976891224,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.6130156876313217,-0.6010922862907014,-0.9662632405078777,2
-0.561385928968438,-1.243524696388954,0.7737075439094787,1.21743166472508,-1.0875863771296128,-0.9306359111417661,-0.7470760680889225,-0.02107281728258609,-0.9583591830797903,-0.7242936365620292,-0.8100379391447375,-0.37027312430230774,1.47738493198187,0.2740951435106325,-0.8506357052492536,-0.5564088058416141,0.34712687229417616,0.2531895325575189,-1.1282938471596744,-0.8758126329718682,0.7164274637893769,0.817274317813802,-0.9399410121747157,1.401161234174137,0.010571509691892073,-0.010571509691895813,-0.37822990600412204,-0.24816804856489746,-0.997940938940562,-0.9662632405078777,2
