CUST_ID,GMM_Cluster,Customer_Type,Cluster_0_Prob,Cluster_1_Prob,Cluster_2_Prob
C10001,1.0,Installment-Focused,1.600169824217531e-11,0.9999983975955415,1.6023884568999259e-06
C10002,0.0,High Risk,0.9999983666210265,0.0,1.6333789735953923e-06
C10003,1.0,Installment-Focused,0.00013925820363156635,0.9998607089651844,3.283118438946738e-08
C10004,2.0,Low Engagement,1.653043868275067e-11,0.0,0.9999999999834692
C10005,1.0,Installment-Focused,0.014420919426779522,0.985578907545778,1.7302744251092616e-07
C10006,1.0,Installment-Focused,6.6805284149855014e-06,0.9999932768950104,4.2576574714117835e-08
C10007,1.0,Installment-Focused,7.422488306644899e-117,0.999999981194341,1.8805658913252954e-08
C10008,1.0,Installment-Focused,0.001076227780568511,0.9989237663231255,5.896305890161757e-09
C10009,1.0,Installment-Focused,0.0025436978087071214,0.9974562408351492,6.135614396437851e-08
C10010,1.0,Installment-Focused,1.51715438304952e-08,0.9999998268614706,1.579669857896405e-07
C10011,1.0,Installment-Focused,4.1057043503423794e-06,0.9999958704123622,2.3883287211017637e-08
C10012,1.0,Installment-Focused,0.0014485909287783615,0.998551372769974,3.630124762548555e-08
C10013,1.0,Installment-Focused,4.7807788808424595e-06,0.9999948600235457,3.5919757347755037e-07
C10014,1.0,Installment-Focused,9.100117931207503e-05,0.9999089922506976,6.569990189908309e-09
C10015,0.0,High Risk,0.9999999874368566,0.0,1.2563143034288649e-08
C10016,0.0,High Risk,0.9999995222715321,0.0,4.777284686419871e-07
C10017,0.0,High Risk,0.9999996385448049,0.0,3.6145519569657813e-07
C10018,1.0,Installment-Focused,2.169668332509752e-11,0.9999945964921952,5.403486108469706e-06
C10019,1.0,Installment-Focused,0.00021069680917893484,0.9997892772731687,2.5917652630863865e-08
C10020,1.0,Installment-Focused,3.8373300080181684e-12,0.9999949433551962,5.056640966390653e-06
C10021,1.0,Installment-Focused,2.542529506202898e-22,0.999992565454235,7.43454576497047e-06
C10022,0.0,High Risk,0.9999998151424407,0.0,1.8485755856005828e-07
C10023,1.0,Installment-Focused,2.8722383465234937e-06,0.9999961834939277,9.442677255385309e-07
C10024,0.0,High Risk,0.9999959638899091,0.0,4.0361100918039915e-06
C10025,0.0,High Risk,0.9999999313826683,0.0,6.86173320264056e-08
C10026,1.0,Installment-Focused,1.1131605209837224e-05,0.9999886885237206,1.7987106917864284e-07
C10027,0.0,High Risk,0.9999985050466923,0.0,1.4949533079572739e-06
C10028,1.0,Installment-Focused,3.725025310852646e-05,0.9999625830871856,1.666597059006648e-07
C10029,0.0,High Risk,0.9999996908362954,0.0,3.091637050736915e-07
C10030,1.0,Installment-Focused,2.206117196038014e-23,0.9999940047974486,5.995202551455485e-06
C10031,0.0,High Risk,0.9999999797459902,0.0,2.0254009146534827e-08
C10032,0.0,High Risk,0.9999933976842138,0.0,6.602315785982075e-06
C10033,0.0,High Risk,0.9999985359060009,0.0,1.464093998552833e-06
C10034,1.0,Installment-Focused,5.5257448558064086e-14,0.9999999489620843,5.1037860205689145e-08
C10035,1.0,Installment-Focused,1.8758339223898083e-14,0.9803570261472306,0.019642973852751128
C10036,0.0,High Risk,0.9999999728663246,0.0,2.7133675780396176e-08
C10037,0.0,High Risk,0.9999999575906751,0.0,4.240932463655802e-08
C10038,0.0,High Risk,0.9999999210031043,0.0,7.89968955011531e-08
C10039,0.0,High Risk,0.9999988902843759,0.0,1.1097156237565387e-06
C10040,0.0,High Risk,0.9929946560607861,0.0,0.007005343939213111
C10041,0.0,High Risk,0.999998425068846,0.0,1.5749311533306454e-06
C10043,0.0,High Risk,0.9999989432110723,0.0,1.0567889276885551e-06
C10044,1.0,Installment-Focused,0.00020344981026140753,0.999796546360193,3.829545636510461e-09
C10045,0.0,High Risk,0.9999998466392139,0.0,1.533607865324931e-07
C10046,1.0,Installment-Focused,0.0007878354593985827,0.9992121585848577,5.955744000138208e-09
C10047,2.0,Low Engagement,3.951997946148348e-07,0.0,0.9999996048002052
C10048,0.0,High Risk,0.9974866435721746,0.0,0.0025133564278251213
C10049,2.0,Low Engagement,3.4239428524071797e-09,0.0,0.999999996576058
C10050,1.0,Installment-Focused,9.869941354277157e-115,0.9999999255413511,7.445864913492691e-08
C10051,0.0,High Risk,0.9999947618226845,0.0,5.2381773150179885e-06
C10052,0.0,High Risk,0.9999997732695016,0.0,2.2673049907404228e-07
C10053,1.0,Installment-Focused,0.0009916925473485085,0.9990082119433993,9.550925180103016e-08
C10054,0.0,High Risk,0.9999998399667062,0.0,1.6003329400384807e-07
C10055,0.0,High Risk,0.9998955876919828,0.0,0.00010441230801669172
C10056,1.0,Installment-Focused,1.5041939113387401e-07,0.9988293296560049,0.0011705199246037838
C10057,2.0,Low Engagement,1.2222464556225214e-13,1.1003923846886466e-08,0.9999999889959525
C10058,2.0,Low Engagement,7.956724497529845e-09,0.0,0.9999999920432749
C10059,1.0,Installment-Focused,2.7977325746493215e-05,0.9999720191243855,3.5498680732926426e-09
C10060,0.0,High Risk,0.9999998300516506,0.0,1.6994834969791238e-07
C10061,0.0,High Risk,0.9999997545308402,0.0,2.454691595729552e-07
C10062,1.0,Installment-Focused,4.9672324007403916e-05,0.9999497855831824,5.420928098316797e-07
C10063,1.0,Installment-Focused,0.0006006766266737351,0.9993993213517939,2.021532868221145e-09
C10064,0.0,High Risk,0.9999988815298553,0.0,1.118470145565922e-06
C10065,2.0,Low Engagement,5.761934599089942e-23,1.4672129748489625e-23,1.0
C10067,0.0,High Risk,0.9996873712614273,0.0,0.0003126287385727924
C10068,1.0,Installment-Focused,0.0015087137472151884,0.9984912838865718,2.366212813255535e-09
C10069,0.0,High Risk,0.9999993272499903,0.0,6.727500101683329e-07
C10070,0.0,High Risk,0.9999997830343053,0.0,2.1696569515460868e-07
C10071,1.0,Installment-Focused,0.0031732514259631885,0.9968261844781677,5.640958692807336e-07
C10072,1.0,Installment-Focused,0.0003345716428227525,0.9996654256426871,2.714490247656975e-09
C10073,0.0,High Risk,0.9999993713641939,0.0,6.28635805595373e-07
C10074,0.0,High Risk,0.9999617035947279,0.0,3.8296405272147954e-05
C10075,0.0,High Risk,0.999400519226817,0.0,0.0005994807731823532
C10077,0.0,High Risk,0.999996073089542,1.3290350006750884e-178,3.92691045804381e-06
C10078,0.0,High Risk,0.9999307521241174,1.5195942871181907e-31,6.924787588231506e-05
C10079,1.0,Installment-Focused,0.0004198007356856356,0.9995801947605298,4.503784504251232e-09
C10080,1.0,Installment-Focused,0.0002518770917610052,0.9997479985295181,1.2437872112649317e-07
C10081,1.0,Installment-Focused,0.0010408041714334946,0.9989591849383269,1.0890239507743187e-08
C10082,2.0,Low Engagement,3.0623578830956845e-16,0.0,1.0
C10083,0.0,High Risk,0.9999991612786996,0.0,8.387213001492776e-07
C10084,1.0,Installment-Focused,1.0887735716126874e-23,0.9999979847279178,2.015272082283828e-06
C10085,2.0,Low Engagement,1.7068133530300025e-06,0.0,0.9999982931866462
C10086,1.0,Installment-Focused,9.351844080280746e-62,0.999996833854625,3.166145375342627e-06
C10087,1.0,Installment-Focused,4.701451106616631e-117,0.999999305193813,6.948061867356977e-07
C10088,0.0,High Risk,0.9999983805383635,0.0,1.6194616357981663e-06
C10089,1.0,Installment-Focused,3.8229456946767696e-141,0.999999912989127,8.7010872995264e-08
C10090,0.0,High Risk,0.9999996532863232,0.0,3.467136763701726e-07
C10092,0.0,High Risk,0.9999999718461745,0.0,2.8153824988217714e-08
C10093,0.0,High Risk,0.999998898594474,0.0,1.1014055266676183e-06
C10094,0.0,High Risk,0.9999998831541858,0.0,1.1684581460494566e-07
C10095,0.0,High Risk,0.999994045452571,0.0,5.954547429085424e-06
C10096,0.0,High Risk,0.9999999514322994,0.0,4.856770051761238e-08
C10097,0.0,High Risk,0.9999997097144421,0.0,2.902855579976931e-07
C10098,2.0,Low Engagement,3.872830321143952e-08,0.00019391219440486023,0.9998060490772934
C10099,2.0,Low Engagement,3.345639926670612e-07,0.011222483642626666,0.9887771817933797
C10100,0.0,High Risk,0.9106599576285216,0.0,0.0893400423714795
C10101,1.0,Installment-Focused,0.0002272237568437816,0.9997727535553458,2.2687810419891394e-08
C10102,2.0,Low Engagement,7.74932213292979e-09,0.0,0.9999999922506788
C10103,1.0,Installment-Focused,1.2549549486831471e-175,0.9999999865672109,1.3432789071167636e-08
C10104,2.0,Low Engagement,4.874938324586073e-26,0.0,1.0
C10105,2.0,Low Engagement,7.459094611923155e-26,0.0,1.0
C10106,1.0,Installment-Focused,2.34598093308926e-13,0.9999263715647118,7.362843505437792e-05
C10107,1.0,Installment-Focused,0.00023632219847272243,0.9997636523593856,2.544214199396221e-08
C10108,2.0,Low Engagement,2.7168148225642853e-26,1.7722922205489235e-25,1.0
C10109,0.0,High Risk,0.9999998992609889,0.0,1.0073901129973747e-07
C10110,0.0,High Risk,0.9999974870560404,0.0,2.5129439591904787e-06
C10111,1.0,Installment-Focused,0.000235909057461652,0.999764067712716,2.322982230535129e-08
C10112,0.0,High Risk,0.9999998458129745,0.0,1.5418702513911101e-07
C10113,0.0,High Risk,0.9999994658037533,0.0,5.341962463581438e-07
C10114,0.0,High Risk,0.9999999754064234,0.0,2.4593576325463105e-08
C10115,1.0,Installment-Focused,9.918705498646171e-05,0.9999007600947518,5.285026185606211e-08
C10116,2.0,Low Engagement,6.166509295454722e-08,0.0,0.9999999383349075
C10117,0.0,High Risk,0.99999996515631,0.0,3.48436898169714e-08
C10118,0.0,High Risk,0.9999999006694833,0.0,9.933051678949992e-08
C10119,1.0,Installment-Focused,2.4350137159649228e-108,0.999999951454534,4.8545466337855064e-08
C10120,1.0,Installment-Focused,0.002683001984398466,0.9973169169884726,8.10271286746655e-08
C10121,1.0,Installment-Focused,3.2342261881481355e-07,0.9999988832836291,7.932937519099319e-07
C10122,0.0,High Risk,0.9999842168679528,0.0,1.5783132047984412e-05
C10123,1.0,Installment-Focused,2.3756881309904944e-95,0.9999963495137861,3.650486214606242e-06
C10124,0.0,High Risk,0.999999955203034,0.0,4.479696579523909e-08
C10125,0.0,High Risk,0.9999999630796228,0.0,3.692037723317263e-08
C10126,2.0,Low Engagement,6.886054453087328e-15,5.981276972830057e-09,0.9999999940187152
C10127,1.0,Installment-Focused,0.0005318834576914659,0.9994680859805943,3.0561713703212236e-08
C10128,0.0,High Risk,0.9999999726800096,0.0,2.7319989991051182e-08
C10130,0.0,High Risk,0.9999999850527833,0.0,1.4947217419612023e-08
C10131,0.0,High Risk,0.7243377450585216,0.26857965578146503,0.007082599160012448
C10132,0.0,High Risk,0.981938720856172,0.0,0.01806127914382754
C10133,1.0,Installment-Focused,0.0006445861703774746,0.9993554090138758,4.815746612219193e-09
C10134,0.0,High Risk,0.9999995798216131,0.0,4.2017838623155426e-07
C10135,2.0,Low Engagement,1.2712108012881834e-21,0.0,1.0
C10136,2.0,Low Engagement,1.8968223201711487e-16,0.0,1.0
C10137,1.0,Installment-Focused,0.00014328030230048493,0.9998567132097284,6.487971108002892e-09
C10138,1.0,Installment-Focused,1.4179949636644059e-22,0.9999998996069249,1.0039307513823727e-07
C10139,0.0,High Risk,0.9999993546831941,0.0,6.453168053008899e-07
C10140,1.0,Installment-Focused,2.409398143137853e-05,0.9999758643566984,4.1661870453028376e-08
C10141,1.0,Installment-Focused,0.0018411048414563268,0.9981588883073658,6.851177426231295e-09
C10142,1.0,Installment-Focused,0.00011487933817763689,0.9998850968577101,2.380411275858614e-08
C10143,0.0,High Risk,0.9999971967205442,0.0,2.8032794558578458e-06
C10144,1.0,Installment-Focused,0.0008084989377552354,0.9991894956004203,2.0054618262420214e-06
C10145,0.0,High Risk,0.9999986441675944,0.0,1.3558324055865325e-06
C10146,1.0,Installment-Focused,0.006360569516113128,0.9936394273964352,3.0874515405516202e-09
C10147,0.0,High Risk,0.9999984759844476,0.0,1.5240155524361068e-06
C10148,2.0,Low Engagement,2.2843929901790225e-11,0.0,0.999999999977156
C10149,1.0,Installment-Focused,0.0005257971314711608,0.9994741939727646,8.895764517289215e-09
C10150,1.0,Installment-Focused,0.00012760481532594076,0.9998723921368514,3.0478226808541242e-09
C10151,1.0,Installment-Focused,0.0014064946903901926,0.9985934837292176,2.1580392061003033e-08
C10152,1.0,Installment-Focused,2.6939758020354425e-06,0.9999708517133679,2.6454310829678363e-05
C10153,0.0,High Risk,0.999782154507065,0.0,0.00021784549293464792
C10154,1.0,Installment-Focused,0.0007670120847374004,0.9992329616520788,2.6263183794815094e-08
C10155,0.0,High Risk,0.9999712387586135,9.881525e-318,2.876124138701056e-05
C10156,0.0,High Risk,0.991694053322853,0.0,0.008305946677147846
C10157,1.0,Installment-Focused,0.0002937724560095233,0.9997062171356789,1.0408311969056679e-08
C10158,1.0,Installment-Focused,1.9662789491854474e-147,0.999999967117796,3.288220379250842e-08
C10159,0.0,High Risk,0.9999999981543848,0.0,1.8456151738150549e-09
C10160,1.0,Installment-Focused,2.17014819598458e-74,0.999999903489422,9.651057827478997e-08
C10161,1.0,Installment-Focused,1.8955745772184468e-16,0.9999979356081418,2.064391857894878e-06
C10162,2.0,Low Engagement,2.447306643681882e-10,0.0,0.9999999997552678
C10163,0.0,High Risk,0.998615338341396,0.0,0.0013846616586034183
C10164,1.0,Installment-Focused,7.804173981092353e-08,0.9999999139778845,7.980375923743956e-09
C10165,0.0,High Risk,0.9999995778638041,0.0,4.2213619517214077e-07
C10166,0.0,High Risk,0.9999999161850948,0.0,8.381490519118906e-08
C10167,0.0,High Risk,0.9999999819987161,0.0,1.8001283500883726e-08
C10168,1.0,Installment-Focused,0.0005045867009233813,0.9994954106531646,2.6459122268736715e-09
C10169,1.0,Installment-Focused,0.0009697190397601292,0.999030272377275,8.582964763918577e-09
C10170,2.0,Low Engagement,7.789467554549212e-10,0.0,0.9999999992210533
C10171,0.0,High Risk,0.9999999752143708,0.0,2.4785628510662795e-08
C10172,2.0,Low Engagement,0.0003462712930139688,0.28735071284595165,0.7123030158610355
C10173,2.0,Low Engagement,1.5778886580182867e-92,0.0,1.0
C10174,1.0,Installment-Focused,9.64419506639558e-06,0.9999903390116486,1.6793284609083143e-08
C10175,1.0,Installment-Focused,0.002397917973361318,0.9976020182705132,6.375612517979008e-08
C10176,0.0,High Risk,0.9999581834862883,0.0,4.181651371092733e-05
C10177,2.0,Low Engagement,6.723290013804654e-75,0.0,1.0
C10178,1.0,Installment-Focused,2.636990176495308e-15,0.999995149846172,4.850153825152363e-06
C10179,0.0,High Risk,0.9999872900169018,0.0,1.2709983097827701e-05
C10180,0.0,High Risk,0.9999998209425627,0.0,1.7905743651230446e-07
C10181,0.0,High Risk,0.999999973641405,0.0,2.6358595150321717e-08
C10182,2.0,Low Engagement,8.567109713137525e-10,0.0,0.999999999143288
C10183,0.0,High Risk,0.9999997918967892,0.0,2.0810321040898627e-07
C10184,1.0,Installment-Focused,1.0434270427012416e-118,0.9999999853023427,1.4697657025513066e-08
C10185,1.0,Installment-Focused,3.7735244067495835e-23,0.9999998835114529,1.1648854720287727e-07
C10186,1.0,Installment-Focused,0.00016963838878097468,0.9998303580412325,3.5699862959338304e-09
C10187,2.0,Low Engagement,2.4979654278690823e-29,8.855255121823416e-17,1.0
C10188,0.0,High Risk,0.9999987431115288,0.0,1.256888471115561e-06
C10189,2.0,Low Engagement,4.7772292129867915e-26,3.285284801247759e-18,1.0
C10190,1.0,Installment-Focused,4.14211284711572e-06,0.9999956092188907,2.4866826231593504e-07
C10191,1.0,Installment-Focused,3.132433527418017e-06,0.9999966843921039,1.8317436875372029e-07
C10192,0.0,High Risk,0.999999400393944,0.0,5.996060563697803e-07
C10193,1.0,Installment-Focused,0.0024979458325077894,0.9975020466452871,7.522204863568127e-09
C10194,2.0,Low Engagement,7.777108294939481e-10,0.0,0.9999999992222897
C10196,0.0,High Risk,0.999988461309123,0.0,1.1538690877474255e-05
C10197,1.0,Installment-Focused,1.6455137534972406e-09,0.9999998654113613,1.3294312527636878e-07
C10198,2.0,Low Engagement,4.8724704638145365e-11,0.001528759119619468,0.9984712408316555
C10199,2.0,Low Engagement,2.1814061761261207e-05,0.0,0.9999781859382373
C10200,1.0,Installment-Focused,0.000608083528001842,0.999391868579949,4.789204998277391e-08
C10201,1.0,Installment-Focused,0.003093615052228744,0.9969063645735202,2.037425097362817e-08
C10202,1.0,Installment-Focused,0.0002928878783716467,0.9997071048962088,7.225419584857292e-09
C10203,1.0,Installment-Focused,1.3129422057665135e-101,0.9999998321055504,1.678944498421843e-07
C10204,1.0,Installment-Focused,1.1622607014461058e-94,0.9999999230695907,7.693040925996221e-08
C10205,1.0,Installment-Focused,0.00025454016304202523,0.9997454402884066,1.954855111777094e-08
C10206,0.0,High Risk,0.9999990562158286,0.0,9.437841709501111e-07
C10207,1.0,Installment-Focused,3.2385407900419537e-16,0.9999998099168742,1.9008312585866364e-07
C10208,0.0,High Risk,0.9999977508722633,0.0,2.2491277363838296e-06
C10209,1.0,Installment-Focused,1.2794380993723674e-140,0.9999999594496164,4.055038372718171e-08
C10211,0.0,High Risk,0.9999991671108472,0.0,8.328891530309163e-07
C10212,1.0,Installment-Focused,0.00047923888631658105,0.9995207515491703,9.564513302519908e-09
C10213,1.0,Installment-Focused,5.355393382375455e-41,0.9999992559678935,7.440321065086723e-07
C10214,0.0,High Risk,0.9999963682653901,0.0,3.6317346095618056e-06
C10215,0.0,High Risk,0.9999997003011357,0.0,2.9969886454495667e-07
C10216,0.0,High Risk,0.9999999172906476,0.0,8.27093519691587e-08
C10217,1.0,Installment-Focused,2.283248178557551e-08,0.9999989610439265,1.0161235917653409e-06
C10218,0.0,High Risk,0.999999894397938,0.0,1.0560206216605206e-07
C10219,1.0,Installment-Focused,0.00033765152477456073,0.9996623459322646,2.5429609579730367e-09
C10220,0.0,High Risk,0.9998619783969543,0.0,0.00013802160304547746
C10221,1.0,Installment-Focused,0.00023209778310825095,0.9997678675177681,3.469912393620117e-08
C10222,1.0,Installment-Focused,3.53136812211064e-05,0.9999558036848294,8.882633950146729e-06
C10223,2.0,Low Engagement,1.22283988165384e-23,4.686938244510034e-14,0.9999999999999538
C10224,0.0,High Risk,0.9999989786309833,0.0,1.021369017492458e-06
C10226,1.0,Installment-Focused,2.674406471676199e-32,0.9999956042016809,4.3957983184669866e-06
C10227,0.0,High Risk,0.9999795642600288,0.0,2.043573997130074e-05
C10228,0.0,High Risk,0.9999964754716625,0.0,3.5245283378011382e-06
C10229,1.0,Installment-Focused,0.0005573250730908701,0.9994425580421267,1.1688478290753954e-07
C10230,1.0,Installment-Focused,9.63496881626534e-05,0.9999036454837565,4.828080393380685e-09
C10231,2.0,Low Engagement,4.712918233364425e-06,0.0,0.9999952870817665
C10232,1.0,Installment-Focused,0.0007355382737936499,0.999264416312702,4.541350420927899e-08
C10233,1.0,Installment-Focused,4.3920696722433354e-05,0.9999560356115551,4.369172250062125e-08
C10234,1.0,Installment-Focused,1.957058218615317e-14,0.9999992198085167,7.801914634518381e-07
C10235,1.0,Installment-Focused,0.00014796782479910463,0.9998520226237332,9.551467398133823e-09
C10236,1.0,Installment-Focused,0.0004129821051091641,0.9995870153011217,2.593769112646025e-09
C10237,2.0,Low Engagement,9.352504304375493e-33,0.0,1.0
C10238,1.0,Installment-Focused,1.2466744565267888e-09,0.9999999908933344,7.859991229969746e-09
C10239,1.0,Installment-Focused,0.003859466481795673,0.996140522387881,1.1130323201277362e-08
C10240,1.0,Installment-Focused,8.002650540066377e-23,0.9999458124003565,5.418759964401558e-05
C10241,0.0,High Risk,0.9999935268987665,0.0,6.473101233706338e-06
C10242,1.0,Installment-Focused,0.0016009411826078482,0.9983990533280107,5.489381056708289e-09
C10243,0.0,High Risk,0.9999996266964071,0.0,3.7330359277143054e-07
C10244,2.0,Low Engagement,3.853005905902981e-15,1.719679876794363e-07,0.9999998280320069
C10245,0.0,High Risk,0.9999998939034332,0.0,1.0609656682803702e-07
C10246,0.0,High Risk,0.9999936858697803,0.0,6.3141302189163215e-06
C10247,2.0,Low Engagement,0.002881520141060274,0.0,0.9971184798589396
C10248,1.0,Installment-Focused,0.000741887201927424,0.9992581084905602,4.307512375949719e-09
C10249,2.0,Low Engagement,1.598926247890421e-13,0.0,0.9999999999998401
C10250,1.0,Installment-Focused,1.7002449713326915e-91,0.999999665092208,3.3490779199359115e-07
C10251,1.0,Installment-Focused,2.420095616677292e-06,0.9999975686154601,1.12889234354681e-08
C10252,0.0,High Risk,0.9999505283419645,1.6227304309935587e-43,4.947165803484181e-05
