PC1,PC2,DBSCAN_Cluster
-0.7689080000967913,-3.8693643428314735,0
4.476630085162171,0.37779056523253635,1
-1.3288453360709185,1.8306217353701058,0
1.344820490176882,-0.19949370864758698,-1
1.2682823024056458,-2.2693858629212578,0
-1.346723617647558,0.595952362852477,0
-5.2988394481009,3.007278008570139,2
-1.564918261213394,0.28960082263745035,0
-1.2527980506723109,0.3800312772191232,0
-1.1036302308931312,-0.9431555071564847,0
-1.7552917687119032,0.5591150749053718,0
-0.7838282623229417,0.13187949743268892,0
-2.9150320413890793,2.295858539945351,0
-3.025782956057638,1.4732287980586363,0
4.4254882257399375,-0.9701666155390765,1
0.8714899318992598,2.819884118972318,1
4.808569262578916,-0.5659837011604016,1
-2.2600702945813524,-2.760903594586281,0
-1.757668416239578,0.829835688034723,0
-1.4513642297933085,0.7578881034795659,0
-0.7921736521199997,-0.4569693828987707,0
-1.5751049848694072,5.820686121459874,1
-3.0198067040374967,-1.140417837571911,0
0.0004754647134229577,4.5748570579075025,1
4.979828379793324,0.3058723606557459,1
-2.3292609792175685,-1.070074137119326,0
2.8580338315597964,1.0127219435854806,1
-2.1641711113207585,-1.6035496846759731,0
2.0392028360115395,3.9880202143805232,1
-1.6826628820821827,-3.1755651484670055,0
-0.1285159852491378,5.606338142864169,1
-1.5266178228032572,2.4906016441449634,1
2.666819029936646,2.2594535643154794,1
-2.075127089779212,-0.15737384195488893,0
-2.1105962829483738,0.7566074957320347,-1
4.275447171047421,-1.6920913581175252,1
5.597530520996692,1.7671658113480484,1
-0.2224378888605518,4.63682730713886,1
3.37418303622707,2.795698852161839,1
1.5517234848595642,1.9297220625029137,-1
4.058707232771233,-1.0978419161806647,1
-0.20071682951974198,2.942975171225896,1
1.0352161158412787,-0.10073889877149965,0
4.452308616089127,-1.1333768557731394,1
-2.4450075926864936,2.5702883272737607,0
1.0248849072003257,0.4081320640827203,-1
1.5325851368793901,-1.2278423181898592,-1
5.310469933310547,-0.2605424228877644,-1
-5.164267022177545,1.6189466107834207,2
1.527248295847604,0.8327531660682927,1
1.8273379639498948,4.873916595270246,-1
-2.576000907310764,2.1695927821261076,0
4.370040284633891,-0.9462526725477576,1
-0.18351563004979024,1.82488176668645,-1
-2.743372214914867,-3.5746931138074722,-1
-0.5100811165962539,-0.1282115744025077,-1
2.775786952661034,1.4164121092153585,-1
-3.2337466519491174,3.6361576060213716,0
4.678866102845549,-0.4850155341422448,1
2.0048788812941734,1.9456758774191074,1
0.32790263249446056,-0.7815082029162876,0
1.235602923590116,-1.2488180627776297,0
4.403847068966386,-0.21526082690655768,1
-0.702170115330862,-4.240375473861957,-1
-0.7038060277007355,2.947972740591524,1
-0.9257945220773477,1.0207442242761233,0
4.3403641151297006,-1.9411561538663082,1
4.703415737893076,-0.5765328113090042,1
-1.1154120165888373,1.0944395781801703,0
-0.24989546651068123,1.0400478137715776,0
0.9627175876250378,2.399949074120508,1
-0.04056074058873128,5.453702597192243,-1
3.8297172812793017,-1.3327396963348843,1
-1.0896416803020237,0.8865858381837295,0
-1.5311876867292946,-0.023767141216752496,0
-1.5102609254074741,1.9796898801462537,0
-1.6618006244297605,1.8500484332014135,0
-1.5473439221740528,-0.8362724029125856,0
4.140224731170734,-2.4785700811579523,1
2.5000066861034447,3.904867634508357,1
-3.0161495954545066,-2.119049868538607,0
3.6007024317689855,-2.357617726482301,1
-2.7985157788993065,-3.8597955568582516,0
-3.348735841580244,-3.0555041905030067,2
-2.0306499368562743,4.265131987598105,1
-3.5936043001090394,0.6987434474624332,2
0.7104103800553512,5.888768986318274,1
0.10937097373334449,6.133383218197633,1
2.9625766968777594,0.29648609321820396,1
5.25549960913409,1.3278665576306738,1
-1.5593606967721256,4.741574919739121,-1
0.6003427212837941,3.686318935945344,1
3.0008686765986976,-0.10695486094520683,1
0.39401760828198035,-1.1388445601437942,-1
0.6095435340599445,-0.8100205260546406,-1
4.250577027721503,-1.916327852857562,1
-1.081460214895133,1.1909060703858392,0
5.25090516961394,-0.42949010844579855,-1
-2.806871118103916,-5.464172888733447,2
2.22045248920417,-6.515227521100266,-1
-0.16972420440341454,-5.276461938358696,-1
-3.4900176451900204,-2.3423428410190303,0
-3.4234239652594214,3.816975615435776,0
-3.2539420403486994,-3.777245447477765,3
3.760506166410523,-1.4810549168427585,1
2.128475966049587,2.36427785592867,1
-2.5270940113479017,-0.2900213876444703,0
5.379885214941486,1.8457613514426778,1
0.2666954127045204,1.5249909959399341,1
-0.47798466946971635,6.440217661594715,1
-3.506800837292746,0.7075077201583272,0
4.641431434459492,-1.3188886855937063,-1
-0.6919106390047631,4.9012397757449175,1
5.082912747263555,1.1580354691999954,1
-3.7665940926427517,0.07616404652823273,2
-2.91830427980058,1.5246939912439272,0
-2.8158893782064425,-0.7148927665917892,0
4.785196037198567,-0.11989712291092021,1
-2.678621272931839,-3.638747086827579,2
4.79216006260442,-0.2862156628617237,1
